"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue"
"j664e68rt1vi5wa","MGI:2442233","Arhgef9","C57BL","Early adult","M-G-P_007_001_003","Whole Arena - resting time",0.8461697
"j668p0r990t711r","MGI:1341881","Syngr3","C57BL","Early adult","IMPC_ACS_034_001","% Pre-pulse inhibition - PPI2",0.3390794
"j66j7v6p0mnbm41","MGI:2147679","Patl1","C57BL","Early adult","MGP_IMM_072_001","CD4+ T helper cells - % of CD45+",0.3340847
"j67s6348210111s","MGI:1919095","Erich3","C57BL","Early adult","IMPC_OFD_019_001","Number of center entries",0.5740171
"j681995o346bm1b","MGI:2142651","Prmt9","C57BL","Early adult","ESLIM_021_001_004","Free fatty acids",0.648397
"j68e2o8nj6oc1s0","MGI:1916625","Btbd9","C57BL","Early adult","ESLIM_016_001_005","Mean cell volume",0.9136994
"j6egsk6wo4thr5i","MGI:1931028","Recql4","C57BL","Early adult","IMPC_ECH_005_001","Fractional Shortening",0.6537192
"j6ev8gu99n3177p","MGI:109339","Eya3","C57BL","Early adult","IMPC_GPO_002_001","Placenta Morphology",0.05723666
"j6fwkh4717db4rc","MGI:3608347","Zfp385c","C57BL","Early adult","M-G-P_026_001_006","Skin condition",0.8546365
"j6fxc5p97h34v67","MGI:1920963","Rbm20","C57BL","Early adult","IMPC_EYE_083_001","Vitreous",3.098644e-07
"j6gw95b0lt5wfuh","MGI:1859638","Pqbp1","C57BL","E15.5","IMPC_DXA_002_001","Fat mass",0.5176704
"j6h5786h3br2m75","MGI:2442920","Rab11fip4","C58BL","Early adult","IMPC_EYE_059_001","Mean right eye lens density",0.9719823
"j6j84g94x5g56nt","MGI:1915956","Rgp1","C57BL","E12.5","IMPC_GRS_009_001","Forelimb and hindlimb grip strength measurement mean",0.1688446
"j6mnfzbx6k96bc9","MGI:1919618","Borcs8","C57BL","E18.5","IMPC_GEO_047_002","Microphthalmia",0.07086611
"j6n86z29w389i8y","MGI:1925212","Scaf8","C57BL","Early adult","IMPC_CSD_002_001","Tail - length",0.6575284
"j6p78gu49670xz5","MGI:1925212","Scaf8","C57BL","E9.5","BCMLA_EYE_068_001","Left total retinal thickness",0.904224
"j6sfd30c3s599tu","MGI:1921783","Gzf1","C57BL","Early adult","ESLIM_011_001_704","Prepulse inhibition - PP4",0.420828
"j6u7mr40d251o1v","MGI:1925212","Scaf8","C57BL","E18.5","IMPC_CBC_016_001","HDL-cholesterol",0.3837538
"j6x86v35m01916w","MGI:96412","Ide","C57BL","Early adult","IMPC_CBC_023_001","Alpha-amylase",0.5160817
"j6zm9619p12b9u2","MGI:95514","Fes","C57BL","Early adult","ESLIM_013_001_005","Left retina structure",0.7064877
"j703kh1m66n5z0o","MGI:107566","Kifap3","C57BL","Early adult","JAX_OFD_016_001","Center permanence time",0.2539982
"j71d1z19f3gy1oc","MGI:1341881","Syngr3","C57BL","Early adult","IMPC_CBC_017_001","Triglycerides",0.9960909
"j723y8f96ddwx4s","MGI:109339","Eya3","C57BL","Early adult","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.3653754
"j72iud2mq2ym6e0","MGI:2147679","Patl1","C57BL","E12.5","IMPC_IPG_011_001","Initial response to glucose challenge",0.07019939
"j734017295b5csi","MGI:1859214","Pmm2","C57BL","E9.5","IMPC_CBC_020_001","Fructosamine",0.8325778
"j74wb11i791x421","MGI:1921783","Gzf1","C57BL","Early adult","IMPC_OFD_010_001","Periphery distance travelled",0.6810246
"j7648lngtqo3nb8","MGI:1859214","Pmm2","C57BL","E12.5","IMPC_DXA_003_001","Lean mass",0.6898781
"j776h080f35ia8a","MGI:2676312","Abca12","C57BL","Early adult","IMPC_HEM_004_001","Hematocrit",0.7625045
"j78w42xsd7kkt44","MGI:98495","Tbx3","C57BL","Early adult","IMPC_CSD_051_001","Hindlimb nail - number",0.4370204
"j7965otwggrga1k","MGI:1194883","Crx","C57BL","Early adult","IMPC_EYE_023_001","Optic Disc",0.2865139
"j7e1f493vb2890t","MGI:1933155","Arl4d","129SV","Early adult","IMPC_CBC_054_001","Magnesium",0.5082446
"j7f35qn5gek805s","MGI:1194883","Crx","C57BL","Early adult","ESLIM_001_001_009","coat hair color",0.4912942
"j7g749fr34mpg9f","MGI:1915956","Rgp1","C57BL","E12.5","IMPC_ECH_005_001","Fractional Shortening",0.8217291
"j7h3202zbaj0pxe","MGI:1925212","Scaf8","C57BL","Early adult","IMPC_GEO_063_001","Craniofacial morphology",0.3007702
"j7h9dx0062679wl","MGI:894318","Cdk14","C57BL","Early adult","ESLIM_008_001_008","Locomotor activity",0.05242011
"j7j6d95q3o4708l","MGI:1918529","Slc29a3","C57BL","Early adult","IMPC_EYE_092_001","Retina (combined)",0.9473165
"j7jlgqck1246j0h","MGI:2385295","Sez6l2","C57BL","Early adult","IMPC_CSD_079_001","Aggression",0.2616029
"j7k9231p60u1yn5","MGI:1921398","Cluh","C57BL","Early adult","MGP_CSD_023_001","Dorsal coat/hair appearance",0.2755571
"j7la9xm5k499f5d","MGI:2676312","Abca12","C57BL","Early adult","IMPC_CBC_003_001","Chloride",0.638047
"j7t4jz2935vx140","MGI:2142651","Prmt9","C57BL","Early adult","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.2402837
"j7wq1e71sr231q0","MGI:103227","Cmah","C57BL","Early adult","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.2034142
"j80847ijako9wd5","MGI:105089","Hsd17b4","C59BL","Middle aged adult","IMPC_CBC_005_001","Creatinine",0.7868883
"j81fo28e2gp43w2","MGI:96546","Il1r2","C57BL","Early adult","IMPC_GPO_002_001","Placenta Morphology",0.3302321
"j822u80i5sxnr6n","MGI:1347249","Psg16","C57BL","Early adult","IMPC_HEM_005_001","Mean cell volume",0.08484281
"j82ep70l5l1t756","MGI:1918529","Slc29a3","C57BL","Early adult","M-G-P_005_001_001","Weight",0.7643644
"j84609fob27em4i","MGI:1859638","Pqbp1","C57BL","E9.5","CCP_XRY_025_001","Tibia",0.3754287
"j847frhll38ip6s","MGI:1914162","Bzw2","C57BL","Early adult","JAX_OFD_021_001","Number of rears - total",0.4101898
"j849p10r1d63t4u","MGI:1858696","Copg1","C57BL","Early adult","IMPC_GEL_028_001","Forebrain",0.9490168
"j855f775krfyi3g","MGI:2182543","Grhl2","C57BL","E9.5","IMPC_EYE_092_002","Retina (combined)",0.1690137
"j855g3eu69b581k","mgi:102793","Fstl1","C57BL","Early adult","ESLIM_016_001_005","Mean cell volume",0.3667863
"j856s6k04z7fn51","MGI:107247","Adam7","C57BL","Early adult","IMPC_HEM_006_001","Mean corpuscular hemoglobin",0.7770944
"j85a30x91qx96r6","MGI:1101778","Bmx","C57BL","Early adult","IMPC_CBC_018_001","Glucose",0.1446409
"j860uuo447v15t8","MGI:2442920","Rab11fip4","C57BL","Early adult","IMPC_CSD_051_001","Hindlimb nail - number",0.9188539
"j867yh42pcgle0g","MGI:2144989","Plekhh1","C57BL","Early adult","IMPC_GEP_005_002","Responsive to tactile stimuli",0.7356426
"j87j2ejrct4k3q9","MGI:1858419","Bysl","C57BL","Early adult","JAX_LDT_004_001","Dark side time spent",0.1084534
"j87t238vr87x1ct","MGI:2182543","GRHL2","C57BL","E9.5","IMPC_IMM_057_001","NK Subsets (Q4)",0.2696508
"j8899a1n9jvx07l","MGI:1341881","Syngr3","C57BL","Early adult","ESLIM_011_001_702","Prepulse inhibition - PP2",0.9149905
"j88pav1402k4voj","MGI:105089","Hsd17b4","C57BL","Early adult","ESLIM_013_001_005","Left retina structure",0.3481603
"j88v83m65huj6g4","MGI:1928271","Malrd1","C57BL","Early adult","ESLIM_013_001_005","Left retina structure",0.257258
"j89a18z6zyd57lb","MGI:2685084","C2cd4c","C57BL","Early adult","M-G-P_009_001_003","Body weight",0.4455025
"j89vj2604xe79mi","MGI:96546","Il1r2","C57BL","Early adult","ESLIM_008_001_001","Body position",0.09036965
"j8i1ud145248e67","MGI:98495","Tbx3","C57BL","E9.5","JAX_OFD_012_001","Periphery permanence time",0.6537236
"j8jcjy8n6432byu","MGI:2138334","Dgkd","C57BL","Early adult","IMPC_IMM_005_002","NK cells (Panel A) - % of live leukocytes (Panel A)",0.7547251
"j8kw40c895id0z0","MGI:2387464","Pank3","C57BL","Early adult","ESLIM_011_001_703","Prepulse inhibition - PP3",0.3912823
"j8mvl6f30qye724","MGI:2679719","Armc7","C57BL","Early adult","IMPC_FEA_015_001","Cue Baseline % Freezing Time",0.0664972
"j8q00mp119g82ph","MGI:1915956","Rgp1","C57BL","E12.5","ESLIM_011_001_702","Prepulse inhibition - PP2",0.6043103
"j8q0m42me7l4130","MGI:1859607","Praf2","C57BL","Early adult","IMPC_CBC_023_001","Alpha-amylase",0.8226134
"j8rff8557360hh3","MGI:1195272","Eda","C57BL","Early adult","JAX_OFD_013_001","Periphery average speed",0.9280108
"j8rn16877d63mdk","MGI:1859607","Praf2","C57BL","Early adult","M-G-P_012_001_005","Body Weight",0.6852706
"j8t13a485443n05","MGI:1352752","Pde7b","C57BL","Early adult","ESLIM_008_001_008","Locomotor activity",0.9314504
"j8vtpv6p0bq68r5","MGI:96546","Il1r2","C57BL","Early adult","IMPC_HEM_003_001","Hemoglobin",0.4227353
"j8wlch11jloa37m","MGI:102657","Cdc34","C57BL","E18.5","IMPC_HEM_004_001","Hematocrit",0.7096237
"j8ydaf56lpd8x6e","MGI:1933155","Arl4d","129SV","Early adult","BCMLA_EYE_068_001","Left total retinal thickness",0.1029133
"j905j0fe2qn2cut","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_GEO_062_001","Abdominal wall",0.6983493
"j90f27n91m4z002","MGI:2142651","Prmt9","C57BL","Early adult","IMPC_EYE_025_001","Retinal Blood Vessels Structure",0.2499064
"j910fzl9475t063","MGI:1341881","Syngr3","C57BL","Late adult","IMPC_HEM_032_001","Lymphocyte cell count",0.936741
"j917iw13s50ge15","MGI:96546","Il1r2","C57BL","Early adult","IMPC_EYE_056_001","Mean left eye lens density",0.2520892
"j92x5j4wnch868b","MGI:1922422","Ccdc146","C57BL","Early adult","M-G-P_026_001_005","Coat texture",0.6899724
"j92yglbhe999mp9","MGI:105089","HSD17B4","C57BL","Late adult","IMPC_EYE_016_001","Lens",0.3127143
"j937ue868y11866","MGI:2387464","Pank3","C57BL","Early adult","IMPC_GEO_065_001","Limb morphology",0.7540383
"j939y9pn0ay30l9","MGI:1915087","Tiprl","C57BL","Early adult","IMPC_DXA_008_001","Lean/Body weight",0.4330491
"j93mll02h2zt7pn","MGI:2685751","Tmem171","C57BL","Early adult","IMPC_GRS_011_001","Forelimb and hindlimb grip strength normalised against body weight",0.4153946
"j940b0rrelg82pr","MGI:1194883","Crx","C57BL","Early adult","ESLIM_013_001_009","Right retina structure",0.2962694
"j952za22lux7y8u","MGI:2147679","Patl1","C57BL","Early adult","IMPC_EYE_010_001","Iris/Pupil",0.06186157
"j955u9j42gu15rr","MGI:1921501","Ankrd9","C57BL","Early adult","IMPC_EYE_067_001","Left anterior chamber depth",0.07027043
"j960i26shd5zpg7","MGI:102793","Fstl1","C57BL","Early adult","IMPC_FEA_003_001","Conditioning Baseline % Freezing Time",0.5137972
"j963x7199t64y1j","MGI:2685751","Tmem171","C57BL","Early adult","IMPC_IPG_012_001","Area under glucose response curve",0.6524082
"j96bwxo9u6ym47a","MGI:1921501","Ankrd9","C57BL","Early adult","BCMLA_EYE_068_001","Left total retinal thickness",0.7778948
"j96rd7t7ky2jyzn","MGI:2387464","PANK3","C57BL","Early adult","IMPC_CSD_036_001","Startle response",0.2890076
"j9760in62l3jev8","MGI:2682952","Prdm10","C57BL","Early adult","IMPC_ACS_006_001","Response amplitude - S",0.9082406
"j97qvyyp8883069","MGI:107566","Kifap3","C57BL","Early adult","IMPC_EYE_083_001","Vitreous",0.5677923
"j98i86z9gi5t3qw","MGI:2385295","SEZ6L2","C57BL","Early adult","M-G-P_007_001_006","Periphery - distance",0.7200428
"j98n38yiny3haro","MGI:1859607","Praf2","C57BL","Early adult","IMPC_HEM_005_001","Mean cell volume",0.9985458
"j9bd5962t1sih38","MGI:1353657","Fgd3","C57BL","Early adult","IMPC_HEM_006_001","Mean corpuscular hemoglobin",0.8642212
"j9c230zkdi687s7","MGI:1298378","Dhcr7","C57BL","Early adult","ESLIM_005_001_702","Lean/Body weight",0.8827227
"j9dn05j1cm1529k","MGI:1917345","Zfp512","C57BL","Early adult","IMPC_GPO_002_001","Placenta Morphology",0.7244565
"j9gh2q87q0kw88i","MGI:1918529","Slc29a3","C57BL","Early adult","IMPC_DXA_003_001","Lean mass",0.1087349
"j9hf30822914z16","MGI:1928271","Malrd1","C57BL","Early adult","JAX_PLC_004_001","Glucose",0.8706043
"j9ix95m7zx211m5","MGI:102657","Cdc34","C57BL","E18.5","IMPC_ABR_008_001","18kHz-evoked ABR Threshold",0.8392263
"j9k7ikrb22u5c3f","MGI:1341881","Syngr3","C57BL","Late adult","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.9976604
"j9mys4807c998v0","MGI:1915956","Rgp1","C57BL","E12.5","ESLIM_011_001_008","PP2 + pulse startle magnitude",0.4239933
"j9o04is293ck015","MGI:2144989","Plekhh1","C54BL","Early adult","ESLIM_021_001_004","Free fatty acids",0.8851369
"j9p2g8k8y44joer","MGI:2679719","Armc7","C57BL","Early adult","IMPC_CSD_051_001","Hindlimb nail - number",0.9802437
"j9s107lx0p0l145","MGI:1101778","Bmx","C57BL","Early adult","IMPC_CSD_049_002","Hindlimb digit - shape",0.9979479
"j9sm6h3kh24izgr","MGI:1858696","Copg1","C57BL","Early adult","IMPC_EYE_026_001","Retinal Blood Vessels Pattern",0.06171328
"j9v7b499iz4utly","MGI:1916690","Dennd6b","C57BL","Early adult","GMC_916_001_008","Latency familiar object exploration",0.1046277
"j9v9k195aj140tc","MGI:1917212","Mettl18","C57BL","Early adult","M-G-P_006_001_019","Skull shape",0.2253623
"j9x68wtl976l1e6","MGI:1923356","Kdm3b","C57BL","Early adult","IMPC_CSD_062_001","Skin texture - whole body",0.1087592
"j9y5ir2y354u6s5","MGI:1861457","Dynll1","C57BL","Early adult","IMPC_GEO_069_001","Delayed embryonic development",0.7961685
"ja0x4w218xjsl6x","MGI:1347249","Psg16","C57BL","Early adult","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.1645237
"ja32gka230b09o7","MGI:2136381","Hadhb","C57BL","E18.5","IMPC_ACS_036_001","% Pre-pulse inhibition - PPI4",0.8563124
"ja38h417omb52qw","MGI:1916690","Dennd6b","C57BL","Early adult","IMPC_CSD_049_002","Hindlimb digit - shape",0.7019083
"ja3c284cze9pk5i","MGI:1933155","Arl4d","C57BL","Early adult","IMPC_HEM_008_001","Platelet count",0.410214
"ja500tstu76xfsf","MGI:109339","Eya3","C57BL","Early adult","IMPC_HEM_002_001","Red blood cell count",0.3450731
"ja5371378j423z9","MGI:2388267","Bicdl2","C57BL","Early adult","IMPC_GEO_062_001","Abdominal wall",0.1669527
"ja6tcs8r6417sm4","MGI:1914961","Nsmce1","C57BL","Early adult","M-G-P_016_001_001","White blood cell-count",0.9106078
"ja9544kab8e892p","MGI:105095","PGF","C57BL","Early adult","IMPC_HEM_001_001","White blood cell count",0.8817246
"jaa690012t2jb5n","MGI:1194883","Crx","C57BL","Early adult","IMPC_ACS_035_001","% Pre-pulse inhibition - PPI3",0.4143746
"jab0f9e261a86o0","MGI:1919618","Borcs8","C57BL","E18.5","JAX_OFD_012_001","Periphery permanence time",0.8975791
"jag9b3ip29j9yp4","MGI:1913521","Tmem126a","C57BL","Early adult","M-G-P_025_001_023","HDL-cholesterol",0.1051695
"jaoh8uh7s75g707","MGI:2685751","Tmem171","C57BL","Early adult","ESLIM_008_001_001","Body position",0.4041824
"jaol6lp5umqp47w","MGI:1915814","Nufip2","C57BL","E18.5","IMPC_ECH_005_001","Fractional Shortening",0.3500754
"jb398qs1iz2i407","MGI:1933155","Arl4d","129SV","Early adult","IMPC_GEP_030_002","Edema",0.5599625
"jb4q0ahbsfrm0vj","MGI:2448562","Adnp2","C51BL","Early adult","IMPC_IPG_011_001","Initial response to glucose challenge",0.8290828
"jb59wsn40iwjx69","MGI:1913521","Tmem126a","C57BL","Early adult","IMPC_GEO_047_002","Microphthalmia",0.8977447
"jbks4434o01ty0z","MGI:1859638","Pqbp1","C57BL","E15.5","IMPC_CBC_054_001","Magnesium",0.6929713
"jbov84c89f37h72","MGI:1347249","Psg16","C57BL","Early adult","IMPC_OFD_014_001","Center distance travelled",0.7684454
"jbu515fr05vmjl9","MGI:1298378","Dhcr7","C57BL","Early adult","IMPC_DXA_007_001","BMC/Body weight",0.98266
"jbw99m492f8q60s","MGI:2182543","Grhl2","C57BL","Early adult","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.6460542
"jbz599e54s3gf86","MGI:1919762","Sting1","C57BL","Early adult","ESLIM_013_001_009","Right retina structure",0.9124993
"jc11gsy8dy5i0mt","MGI:1914162","Bzw2","C57BL","Early adult","M-G-P_025_001_008","Albumin",0.6783401
"jc29805eqdtog8p","MGI:2182543","Grhl2","C57BL","early adult","ESLIM_005_001_702","Lean/Body weight",0.9522317
"jc4mqbt39x1ri08","MGI:1352752","Pde7b","C57BL","Early adult","IMPC_DXA_010_001","Bone Area",0.2085318
"jc52w0n7gjtdlcc","MGI:2182543","Grhl2","C57BL","e9.5","IMPC_HEM_001_001","White blood cell count",0.5403612
"jc95brs57von48c","MGI:1919618","Borcs8","C57BL","Early adult","IMPC_OFD_007_001","Whole arena resting time",0.5480948
"jcf2mc6uk396607","MGI:1913521","Tmem126a","C57BL","Early adult","IMPC_DXA_010_001","Bone Area",0.1066764
"jcko43vmc2or77o","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_GEP_017_001","Facial Morphology",0.2561503
"jcmx5znjhmt7pqu","MGI:1925212","Scaf8","C57BL","E9.5","IMPC_CBC_001_001","Sodium",0.873016
"jcq4i5450gn2l07","MGI:1928271","Malrd1","C57BL","Early adult","IMPC_CBC_054_001","Magnesium",0.4063902
"jcwox582h51jojy","MGI:2448562","Adnp2","C57BL","Early adult","M-G-P_006_001_010","Maxilla",0.1450957
"jd18wo6uz2ej9m2","MGI:95514","Fes","C57BL","Early adult","M-G-P_009_001_003","Body weight",0.09700859
"jd4xs0h145285f7","MGI:102793","Fstl1","C57BL","Early adult","IMPC_ECH_005_001","Fractional Shortening",0.05756804
"jd752n42aa52xge","MGI:2443235","Rimbp2","C57BL","Early adult","IMPC_CBC_003_001","Chloride",0.22505
"jda3j035tn4ar1w","MGI:102657","Cdc34","C57BL","Early adult","IMPC_CSD_027_001","Ears",0.2673602
"jdc73jbt3s40i39","MGI:1918529","Slc29a3","C57BL","Early adult","MGP_CSD_023_001","Dorsal coat/hair appearance",0.1292618
"jdcq8a528gnu8l1","MGI:2444418","Scara3","C57BL","Early adult","impc_geo_063_001","Craniofacial morphology",0.1762877
"jdd6fr59nvzx83n","MGI:96546","Il1r2","C57BL","Early adult","MGP_IMM_072_001","CD4+ T helper cells - % of CD45+",0.2623363
"jdgd0bo8x1z847z","MGI:1916625","Btbd9","C57BL","Early adult","ESLIM_021_001_004","Free fatty acids",0.4245318
"jdzda20w28311ee","MGI:2159324","Cln6","C53BL","Early adult","ESLIM_011_001_006","110dB startle magnitude",0.2295885
"je0z6p8971qfe97","MGI:2441671","Hcar1","C57BL","Early adult","IMPC_CBC_013_001","Alanine aminotransferase",0.2151025
"je1z1jj5s4f04ai","MGI:1923356","Kdm3b","C57BL","E18.5","IMPC_EYE_006_001","Narrow eye opening",0.867529
"je31482741csq23","MGI:1917345","Zfp512","C57BL","Early adult","IMPC_OFD_014_001","Center distance travelled",0.6974456
"je6idsb59t9r1i7","MGI:102657","Cdc34","C57BL","E18.5","MGP_IMM_070_001","Total ab T cells - % of CD45+",0.07326821
"je797g4c8n69f1l","MGI:1928271","Malrd1","C57BL","Early adult","IMPC_GEP_022_001","Embryo Size",0.7096984
"je8i8qjsr121h67","MGI:2442920","Rab11fip4","C57BL","Early adult","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.221038
"je9k0572jh78w54","MGI:2148802","Sec16b","C57BL","Early adult","JAX_LDT_004_001","Dark side time spent",0.964845
"jel42i62o666v7p","MGI:99953","Gja8","C57BL","Early adult","GMC_923_001_001","Body weight",0.2654198
"jf2672a00wf81j1","MGI:2136381","Hadhb","C57BL","Early adult","IMPC_CSD_033_001","Gait",0.2336931
"jf38ix94566p7as","MGI:1915956","Rgp1","C57BL","Early adult","ESLIM_005_001_702","Lean/Body weight",0.3119639
"jf3c1b782lp18hi","MGI:2136381","Hadhb","C57BL","E18.5","IMPC_GEO_067_001","Syndactyly",0.9018501
"jf46y184di685c1","MGI:2443664","Rreb1","C57BL","Early adult","IMPC_EYE_067_001","Left anterior chamber depth",0.9356049
"jf51jofqk73j63q","MGI:2147679","Patl1","C57BL","Early adult","IMPC_ECG_002_001","HR",0.4734059
"jf5d7wmzzos273o","MGI:103556","Cxcl12","C57BL","Early adult","IMPC_ACS_035_001","% Pre-pulse inhibition - PPI3",0.739884
"jffj5q5c094uxjp","MGI:96412","Ide","C57BL","Early adult","ESLIM_015_001_015","Alkaline phosphatase",0.842322
"jfjq15obcx1ok8c","MGI:1859214","Pmm2","C57BL","Early adult","MGP_IMM_071_001","Total CD4+ T cells - % of CD45+",0.3159619
"jg4s98ia73s1560","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_CSD_051_001","Hindlimb nail - number",0.280673
"jg5w0xb058p2ln5","MGI:107794","Zfp69","C57BL","Early adult","JAX_OFD_022_001","Percentage center time",0.8945632
"jgd39a8wfk4m2f6","MGI:105089","Hsd17b4","C57BL","E18.5","IMPC_GEO_047_002","Microphthalmia",0.4815942
"jgud0gx76m67a80","MGI:2182543","Grhl2","C57BL","E9.5","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.2265745
"jgvn38n86650740","MGI:2684940","Gm94","C57BL","Early adult","M-G-P_025_001_015","Alkaline phosphatase",0.7407338
"jgzrl2r1n87bwa2","MGI:2136381","Hadhb","C57BL","E18.5","CCP_XRY_025_001","Tibia",0.5534688
"jh0rx55dn4qo7cd","MGI:105089","Hsd17b4","C57BL","Late adult","IMPC_HEM_027_001","Red blood cell distribution width",0.6017516
"jh1v18kkx6ns4i2","MGI:1915814","Nufip2","C57BL","E18.5","IMPC_CBC_013_001","Alanine aminotransferase",0.5447043
"jh22hm88f314o9w","MGI:1928271","Malrd1","C57BL","Early adult","IMPC_CBC_012_001","Aspartate aminotransferase",0.9550819
"jh32l7u043bnm8i","MGI:1298378","Dhcr7","C57BL","E15.5","IMPC_OFD_010_001","Periphery distance travelled",0.4998548
"jh493m8vlowxt43","MGI:103556","Cxcl12","C57BL","E12.5","ESLIM_008_001_008","Locomotor activity",0.8819011
"jh672529m1oy9e6","MGI:96546","Il1r2","C57BL","Early adult","IMPC_GEO_067_001","Syndactyly",0.1622447
"jh8y42p4kr9p9i3","MGI:2448562","Adnp2","C57BL","Late adult","IMPC_OFD_013_001","Periphery average speed",0.3178506
"jh951f7mz5ue6e2","MGI:107566","Kifap3","C57BL","Early adult","JAX_OFD_021_001","Number of rears - total",0.7307269
"jh98p4w648nd505","MGI:1915087","Tiprl","C57BL","Early adult","IMPC_EYE_010_001","Iris/Pupil",0.2156293
"jhc7a02b0sqw4k1","MGI:1916625","Btbd9","C57BL","Early adult","IMPC_GEL_061_001","Optic vesicle morphology",0.8183775
"jhf20pjdsg70703","MGI:2682952","Prdm10","C57BL","Early adult","IMPC_CBC_009_001","Calcium",0.469319
"jhlm315og65dpt7","MGI:3608347","Zfp385c","C57BL","Early adult","IMPC_DXA_002_001","Fat mass",0.4513196
"ji02g4ddy70m4ag","MGI:1926187","Avl9","C57BL","Early adult","IMPC_GEO_069_001","Delayed embryonic development",0.3174409
"ji242e86081g864","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_FEA_015_001","Cue Baseline % Freezing Time",0.6175127
"ji3v1vbl5lt6vw4","MGI:97312","Nfkb1","129SV","Early adult","IMPC_ECG_031_001","Abnormal ECG detected",0.899017
